run_id,model_id,fraction_code,seed,domain,class_index,class_name,positive_count,negative_count,average_precision,recall_at_0_5,recall_at_source_v_threshold,f1_at_0_5,f1_at_source_v_threshold,ece_15bin,in_c_source
week5-m0-f10-seed17,M0,10,17,I,13,"Moors, heathland and sclerophyllous vegetation",107,2893,0.24990985260863077,0.16822429906542055,0.17757009345794392,0.2608695652173913,0.2676056338028169,0.019885421626574456,True
week5-m0-f10-seed17,M0,10,17,I,14,Natural grassland and sparsely vegetated areas,70,2930,0.03429203824889971,0.02857142857142857,0.02857142857142857,0.02666666666666667,0.02531645569620253,0.039062824633556384,True
week5-m0-f10-seed17,M0,10,17,I,15,Pastures,1100,1900,0.8371132208865024,0.8118181818181818,0.8336363636363636,0.7554991539763113,0.7516393442622951,0.0933441379260921,True
week5-m0-f10-seed17,M0,10,17,I,16,Permanent crops,151,2849,0.12733467524990455,0.0,0.0,0.0,0.0,0.03221269832380124,True
week5-m0-f10-seed17,M0,10,17,I,17,"Transitional woodland, shrub",326,2674,0.1848855676504016,0.3282208588957055,0.3834355828220859,0.25814234016887816,0.27292576419213976,0.12682892881536317,True
week5-m0-f10-seed17,M0,10,17,I,18,Urban fabric,613,2387,0.6870287770240243,0.7014681892332789,0.7243066884176182,0.6291148500365764,0.6235955056179775,0.08771570795088496,True
week5-m0-f10-seed17,M0,10,17,Finland,0,Agro-forestry areas,0,4000,,,,,,0.00027444152919138933,False
week5-m0-f10-seed17,M0,10,17,Finland,1,Arable land,457,3543,0.40047366000222534,0.47045951859956237,0.5098468271334792,0.4191033138401559,0.4209575429087624,0.10221609062760974,True
week5-m0-f10-seed17,M0,10,17,Finland,2,"Beaches, dunes, sands",1,3999,0.0012706480304955528,0.0,0.0,0.0,0.0,0.016262394222770097,False
week5-m0-f10-seed17,M0,10,17,Finland,3,Broad-leaved forest,229,3771,0.08046013192601661,0.7467248908296943,0.8034934497816594,0.12808988764044943,0.1305427456544874,0.5145842927190202,True
week5-m0-f10-seed17,M0,10,17,Finland,4,Coastal wetlands,10,3990,0.0026267014311162178,0.0,0.0,0.0,0.0,0.000855006475098752,False
week5-m0-f10-seed17,M0,10,17,Finland,5,Complex cultivation patterns,21,3979,0.022164702203637105,0.7142857142857143,0.7619047619047619,0.043668122270742356,0.04204993429697766,0.22026259858454214,True
week5-m0-f10-seed17,M0,10,17,Finland,6,Coniferous forest,2776,1224,0.8990426736603491,0.5868155619596542,0.6177953890489913,0.7130663164806303,0.733846812152332,0.2523540452435209,True
week5-m0-f10-seed17,M0,10,17,Finland,7,Industrial or commercial units,32,3968,0.30289143610824115,0.09375,0.15625,0.16666666666666666,0.2631578947368421,0.0018312656538818906,True
week5-m0-f10-seed17,M0,10,17,Finland,8,Inland waters,985,3015,0.48495393091533956,0.2730964467005076,0.2883248730964467,0.3605898123324397,0.37027379400260757,0.1698246783736834,True
week5-m0-f10-seed17,M0,10,17,Finland,9,Inland wetlands,530,3470,0.26235355237590835,0.10754716981132076,0.13584905660377358,0.17272727272727273,0.20396600566572237,0.07356762649403857,True
week5-m0-f10-seed17,M0,10,17,Finland,10,"Land principally occupied by agriculture, with significant areas of natural vegetation",588,3412,0.25056870511185936,0.445578231292517,0.5272108843537415,0.3361128928800513,0.3730445246690734,0.13589305181021172,True
week5-m0-f10-seed17,M0,10,17,Finland,11,Marine waters,892,3108,0.8846391219334694,0.6704035874439462,0.6939461883408071,0.7637292464878672,0.7766624843161857,0.06136387217068094,True
week5-m0-f10-seed17,M0,10,17,Finland,12,Mixed forest,2082,1918,0.7085001540947805,0.6940441882804995,0.7204610951008645,0.6900668576886342,0.7030700726505742,0.16169638123957758,True
week5-m0-f10-seed17,M0,10,17,Finland,13,"Moors, heathland and sclerophyllous vegetation",26,3974,0.05548947266743993,0.38461538461538464,0.38461538461538464,0.15625,0.13333333333333333,0.04417191521803692,True
week5-m0-f10-seed17,M0,10,17,Finland,14,Natural grassland and sparsely vegetated areas,2,3998,0.0019201498788456288,0.0,0.5,0.0,0.005698005698005698,0.1571825814115955,True
week5-m0-f10-seed17,M0,10,17,Finland,15,Pastures,3,3997,0.0019421020675904465,0.6666666666666666,0.6666666666666666,0.0032976092333058533,0.002824858757062147,0.34513791211912187,True
